Name,Location,Price,Area,Rooms,Interior
Flat Postjeskade,1058 DG Amsterdam (Westindische Buurt),"€1,400 per month",40 m²,2 rooms,Furnished
Flat Weesperzijde,1091 EH Amsterdam (Weesperzijde),"€2,950 per month",135 m²,4 rooms,Furnished
Flat Herengracht,1016 BE Amsterdam (Grachtengordel-West),"€3,000 per month",70 m²,3 rooms,Furnished
Flat Keizersgracht,1017 DL Amsterdam (Grachtengordel-Zuid),"€3,750 per month",110 m²,3 rooms,Furnished
Flat Radarweg 290,1043 NV Amsterdam (Sloterdijk Nieuw-West),"€3,950 per month",201 m²,7 rooms,Upholstered
Flat Van Ostadestraat,1072 TH Amsterdam (Nieuwe Pijp),"€2,725 per month",59 m²,3 rooms,Upholstered
Flat Derde Kostverlorenkade,1054 TN Amsterdam (Overtoomse Sluis),"€3,880 per month",85 m²,3 rooms,Furnished
Flat Overtoom,1054 HV Amsterdam (Vondelparkbuurt),"€2,600 per month",81 m²,3 rooms,Furnished
Flat Van Tuyll van Serooskerkenweg,1076 JK Amsterdam (Stadionbuurt),"€2,975 per month",65 m²,3 rooms,Upholstered
Flat Van Tuyll van Serooskerkenweg,1076 JK Amsterdam (Stadionbuurt),"€3,225 per month",63 m²,3 rooms,Upholstered
Flat Albrecht Dürerstraat,1077 LW Amsterdam (Apollobuurt),"€4,250 per month",161 m²,4 rooms,Upholstered
Flat Sarphatistraat 24 G,1018 GK Amsterdam (Weesperbuurt/Plantage),"€3,250 per month",61 m²,3 rooms,
Flat Singel 212 A,1016 AB Amsterdam (Grachtengordel-West),"€3,000 per month",102 m²,4 rooms,Upholstered
Flat Prins Hendrikkade 107 1,1011 AJ Amsterdam (Nieuwmarkt/Lastage),"€2,500 per month",85 m²,2 rooms,Furnished
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),"€2,750 per month",75 m²,3 rooms,Upholstered
Flat Gustav Mahlerplein,1082 MS Amsterdam (Zuidas),"€7,250 per month",175 m²,4 rooms,
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),"€2,850 per month",79 m²,4 rooms,Upholstered
Flat Knollendamstraat 4 3,1013 TN Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),"€3,000 per month",104 m²,3 rooms,Furnished
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),"€3,250 per month",98 m²,4 rooms,Upholstered
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),"€3,500 per month",111 m²,4 rooms,Upholstered
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),"€3,975 per month",150 m²,5 rooms,Upholstered
Flat Rupelmonde 27,1081 GP Amsterdam (Buitenveldert-West),"€2,600 per month",63 m²,3 rooms,
Flat Sarphatistraat 686,1018 AV Amsterdam (Oostelijke Eilanden/Kadijken),"€2,500 per month",75 m²,2 rooms,Upholstered
Flat Nieuwe Prinsengracht,1018 VV Amsterdam (Weesperbuurt/Plantage),"€3,750 per month",123 m²,4 rooms,Upholstered or furnished
Flat Schoorlstraat,1024 PV Amsterdam (Waterlandpleinbuurt),"€2,250 per month",75 m²,4 rooms,Furnished
Flat Kloveniersburgwal,1011 JX Amsterdam (Nieuwmarkt/Lastage),"€4,650 per month",158 m²,3 rooms,Upholstered
Flat Hellingbaan,1033 DB Amsterdam (Noordelijke IJ-oevers-West),"€3,197 per month",110 m²,2 rooms,Upholstered
Flat Maasstraat 99 2,1078 HG Amsterdam (Scheldebuurt),"€3,000 per month",85 m²,3 rooms,Furnished
Flat Karel Klinkenbergstraat 1 M,1061 AH Amsterdam (Overtoomse Veld),"€2,650 per month",76 m²,3 rooms,Furnished
Flat Haarlemmerweg 484,1014 BL Amsterdam (Sloterdijk-West),"€2,750 per month",74 m²,3 rooms,Furnished
Flat Passeerdersstraat,1016 ZA Amsterdam (Jordaan),"€2,750 per month",60 m²,2 rooms,Furnished
Flat Bocholtstraat,1066 ML Amsterdam (Sloten/Nieuw-Sloten),"€3,000 per month",90 m²,4 rooms,
Flat Nieuwezijds Voorburgwal,1012 SJ Amsterdam (Burgwallen-Nieuwe Zijde),"€2,500 per month",83 m²,2 rooms,
Flat Admiraal De Ruijterweg,1055 MB Amsterdam (Landlust),"€2,975 per month",67 m²,4 rooms,Upholstered
Flat Herengracht,1017 CJ Amsterdam (Grachtengordel-Zuid),"€2,995 per month",72 m²,3 rooms,Furnished
Flat Hemonylaan,1074 BE Amsterdam (Oude Pijp),"€2,525 per month",51 m²,3 rooms,Upholstered
Flat Amstelboulevard 24,1096 HH Amsterdam (Omval/Overamstel),"€2,855 per month",144 m²,3 rooms,Upholstered
Flat Van Ostadestraat 10 3,1072 SX Amsterdam (Nieuwe Pijp),"€2,650 per month",51 m²,3 rooms,Furnished
Flat Sloterkade,1058 HG Amsterdam (Hoofddorppleinbuurt),"€3,250 per month",95 m²,3 rooms,Furnished
Flat Willem Frederik Hermansstraat,1011 DG Amsterdam (Nieuwmarkt/Lastage),"€2,900 per month",90 m²,3 rooms,Furnished
Flat Lomanstraat,1075 PW Amsterdam (Willemspark),"€2,925 per month",85 m²,2 rooms,Upholstered
Flat Rozengracht 55 1,1016 LS Amsterdam (Jordaan),"€4,250 per month",107 m²,4 rooms,Furnished
Flat Badhuiskade,1031 KV Amsterdam (Noordelijke IJ-oevers-West),"€3,200 per month",81 m²,3 rooms,Upholstered
Flat Ruysdaelstraat,1071 XE Amsterdam (Museumkwartier),"€3,500 per month",110 m²,3 rooms,
Flat De Lairessestraat 124 E,1071 PL Amsterdam (Museumkwartier),"€3,500 per month",95 m²,3 rooms,Upholstered
Flat Valkenburgerstraat 30 L,1011 LZ Amsterdam (Nieuwmarkt/Lastage),"€3,000 per month",90 m²,3 rooms,Furnished
Flat Da Costakade,1053 WG Amsterdam (Da Costabuurt),"€3,200 per month",73 m²,2 rooms,Upholstered or furnished
Flat Oranje-Vrijstaatplein,1093 NG Amsterdam (Dapperbuurt),"€2,994 per month",100 m²,3 rooms,Furnished
Flat Fagelstraat 106 1,1052 GJ Amsterdam (Frederik Hendrikbuurt),"€2,450 per month",65 m²,2 rooms,Upholstered
Flat Osdorper Ban 15 M,1068 LD Amsterdam (Osdorp-Oost),"€2,005 per month",101 m²,3 rooms,Upholstered
Flat Amstel 137 B,1018 EN Amsterdam (Weesperbuurt/Plantage),"€3,500 per month",69 m²,4 rooms,Furnished
Flat Elzenhagensingel 164,1022 LA Amsterdam (Elzenhagen),"€2,334 per month",70 m²,3 rooms,Upholstered
Flat Oranje Nassaulaan 53 2,1075 AK Amsterdam (Willemspark),"€8,000 per month",147 m²,3 rooms,Upholstered
Flat Vijzelgracht,1017 HN Amsterdam (De Weteringschans),"€4,250 per month",132 m²,5 rooms,Furnished
Flat Dirk Schäferstraat,1076 BA Amsterdam (Prinses Irenebuurt e.o.),"€3,150 per month",96 m²,3 rooms,Furnished
Flat Derde Oosterparkstraat 70 H,1091 KA Amsterdam (Oosterparkbuurt),"€3,500 per month",125 m²,3 rooms,Upholstered
Flat Groenendaalstraat,1058 LD Amsterdam (Hoofddorppleinbuurt),"€2,450 per month",55 m²,2 rooms,Upholstered or furnished
Flat Bos en Lommerplantsoen,1055 AA Amsterdam (De Kolenkit),"€1,279 per month",30 m²,1 room,Furnished
Flat Willemsparkweg 122 H,1071 HP Amsterdam (Museumkwartier),"€6,750 per month",242 m²,7 rooms,Upholstered
Flat Maasstraat 99 2,1078 HG Amsterdam (Scheldebuurt),"€3,000 per month",85 m²,3 rooms,Furnished
Flat Marnixstraat,1016 XX Amsterdam (Jordaan),"€2,575 per month",63 m²,3 rooms,Upholstered
Flat De Kempenaerstraat,1051 CN Amsterdam (Staatsliedenbuurt),"€2,225 per month",40 m²,3 rooms,Upholstered
Flat Esplanade de Meer,1098 WK Amsterdam (Middenmeer),"€2,950 per month",115 m²,3 rooms,Upholstered
Flat Bloemgracht,1016 KL Amsterdam (Jordaan),"€2,750 per month",75 m²,3 rooms,Furnished
Flat Linnaeusstraat,1093 EK Amsterdam (Dapperbuurt),"€2,600 per month",63 m²,3 rooms,Upholstered
Flat Egidiusstraat,1055 GN Amsterdam (Erasmuspark),"€3,800 per month",126 m²,5 rooms,
Flat Gustav Mahlerlaan 953,1082 MK Amsterdam (Zuidas),"€3,850 per month",92 m²,3 rooms,Upholstered
Flat Albert Cuypstraat,1073 BE Amsterdam (Oude Pijp),"€2,550 per month",51 m²,3 rooms,Upholstered
Flat Tussen Meer,1069 DW Amsterdam (Osdorp-Midden),"€3,300 per month",85 m²,5 rooms,Upholstered
Flat Nassaukade,1052 CK Amsterdam (Staatsliedenbuurt),"€2,999 per month",85 m²,3 rooms,Upholstered
Flat Pieter Cornelisz. Hooftstraat,1071 BV Amsterdam (Museumkwartier),"€2,475 per month",65 m²,2 rooms,Furnished
Flat Aalsmeerweg 37 H,1059 AB Amsterdam (Hoofddorppleinbuurt),"€4,000 per month",89 m²,4 rooms,Upholstered or furnished
Flat Prinseneiland,1013 LL Amsterdam (Haarlemmerbuurt),"€2,600 per month",64 m²,3 rooms,Upholstered
Flat Funenpark 116,1018 AK Amsterdam (Oostelijke Eilanden/Kadijken),"€2,500 per month",80 m²,2 rooms,Furnished
Flat Amstelveenseweg,1075 XS Amsterdam (Schinkelbuurt),"€2,650 per month",80 m²,3 rooms,Upholstered
Flat Marie Heinekenplein,1072 MN Amsterdam (Oude Pijp),"€3,400 per month",86 m²,3 rooms,Furnished
House Lomondlaan,1060 PL Amsterdam (De Aker),"€3,200 per month",130 m²,5 rooms,Furnished
Flat Kinderdijkstraat 10 H,1079 GH Amsterdam (Scheldebuurt),"€2,650 per month",73 m²,3 rooms,Upholstered
Flat Aalsmeerweg,1059 AJ Amsterdam (Hoofddorppleinbuurt),"€2,500 per month",52 m²,3 rooms,Furnished
Flat Frans van Mierisstraat 37 2,1071 RJ Amsterdam (Museumkwartier),"€3,475 per month",90 m²,3 rooms,
Flat Nassaukade,1052 CG Amsterdam (Staatsliedenbuurt),"€5,000 per month",150 m²,7 rooms,Upholstered or furnished
Flat Vaartstraat 62 D,1075 RR Amsterdam (Schinkelbuurt),"€2,250 per month",46 m²,2 rooms,Upholstered or furnished
Flat Rustenburgerstraat,1072 HB Amsterdam (Nieuwe Pijp),"€2,575 per month",51 m²,3 rooms,Upholstered
Flat Brederodestraat,1054 VD Amsterdam (Overtoomse Sluis),"€3,250 per month",81 m²,3 rooms,Upholstered
Flat Langebrugsteeg,1012 GB Amsterdam (Burgwallen-Oude Zijde),"€2,950 per month",110 m²,3 rooms,Upholstered
House Nederhoven,1083 AN Amsterdam (Buitenveldert-Oost),"€4,250 per month",180 m²,7 rooms,Upholstered
Flat George Gershwinlaan,1082 MT Amsterdam (Zuidas),"€3,950 per month",110 m²,3 rooms,Furnished
Flat Van Tuyll van Serooskerkenweg,1076 JN Amsterdam (Stadionbuurt),"€2,750 per month",85 m²,3 rooms,Furnished
Flat Koninginneweg,1075 CM Amsterdam (Willemspark),"€3,500 per month",72 m²,3 rooms,Furnished
Flat Kantershof,1104 GA Amsterdam (Geerdinkhof/Kantershof),"€1,275 per month",65 m²,3 rooms,Shell
Flat Koninginneweg 156 1,1075 EE Amsterdam (Willemspark),"€3,750 per month",100 m²,3 rooms,Upholstered
Flat Marnixstraat,1016 XX Amsterdam (Jordaan),"€2,575 per month",63 m²,3 rooms,Upholstered
Flat Karel Klinkenbergstraat 1 M,1061 AH Amsterdam (Overtoomse Veld),"€2,650 per month",76 m²,3 rooms,Furnished
Flat Doggersbankstraat,1055 NX Amsterdam (Landlust),"€2,850 per month",80 m²,3 rooms,Furnished
Flat Kanteel,1083 DB Amsterdam (Buitenveldert-Oost),"€2,500 per month",100 m²,3 rooms,Furnished
Flat De Clercqstraat,1053 AE Amsterdam (Da Costabuurt),"€2,550 per month",61 m²,3 rooms,Upholstered
Flat Dijkmeerlaan 539,1096 DE Amsterdam (Omval/Overamstel),"€3,750 per month",110 m²,4 rooms,Furnished
Flat Henri Polaklaan 32 2,1018 CT Amsterdam (Weesperbuurt/Plantage),"€2,950 per month",75 m²,3 rooms,Furnished
Flat Johannes Verhulststraat 118 2,1071 NL Amsterdam (Museumkwartier),"€4,250 per month",151 m²,4 rooms,Upholstered
Flat De Lairessestraat 82 A,1071 PH Amsterdam (Museumkwartier),"€9,000 per month",240 m²,7 rooms,Upholstered
Flat Pieter Cornelisz. Hooftstraat,1071 BV Amsterdam (Museumkwartier),"€5,950 per month",190 m²,6 rooms,
Flat Grasweg,1031 HX Amsterdam (Noordelijke IJ-oevers-West),"€2,725 per month",79 m²,3 rooms,Upholstered
Flat Barajasweg,1043 CP Amsterdam (Sloterdijk Nieuw-West),"€2,900 per month",104 m²,4 rooms,Upholstered
Flat Cornelis Schuytstraat,1071 JH Amsterdam (Museumkwartier),"€4,600 per month",140 m²,3 rooms,Furnished
Flat Amstelveenseweg,1081 JW Amsterdam (Buitenveldert-West),"€3,500 per month",90 m²,3 rooms,
Flat Prinsengracht,1015 DT Amsterdam (Grachtengordel-West),"€3,750 per month",100 m²,3 rooms,Furnished
Flat Derde Oosterparkstraat 135 C,1092 CS Amsterdam (Oosterparkbuurt),"€3,250 per month",103 m²,4 rooms,Furnished
Flat Van Noordtstraat 5 D,1013 SM Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),"€2,300 per month",50 m²,2 rooms,Furnished
Flat Maasstraat 99 2,1078 HG Amsterdam (Scheldebuurt),"€3,000 per month",85 m²,3 rooms,Furnished
Flat Lijnbaansgracht,1016 XA Amsterdam (Jordaan),"€3,500 per month",104 m²,3 rooms,Furnished
Flat Groen van Prinstererstraat,1051 EL Amsterdam (Staatsliedenbuurt),"€2,425 per month",58 m²,2 rooms,Upholstered or furnished
Flat Tuinstraat,1015 PE Amsterdam (Jordaan),"€2,849 per month",81 m²,3 rooms,Furnished
Flat Deurloostraat,1078 JJ Amsterdam (Scheldebuurt),"€2,850 per month",80 m²,4 rooms,Furnished
Flat Sarphatikade,1017 WV Amsterdam (De Weteringschans),"€2,850 per month",63 m²,3 rooms,Furnished
Flat IJburglaan,1087 CL Amsterdam (IJburg-West),"€2,750 per month",112 m²,3 rooms,Furnished
Flat Jan Haringstraat,1056 XE Amsterdam (Landlust),"€2,250 per month",90 m²,2 rooms,Furnished
Flat Gustav Mahlerlaan,1082 MK Amsterdam (Zuidas),"€7,250 per month",170 m²,4 rooms,Furnished
House Prof. R. Casimirstraat,1068 KC Amsterdam (Osdorp-Oost),"€2,950 per month",155 m²,5 rooms,Upholstered or furnished
Flat De Lierhof,1059 WE Amsterdam (Westlandgracht),"€2,750 per month",86 m²,3 rooms,Furnished
Flat Nassaukade 157 3,1053 LK Amsterdam (Da Costabuurt),"€3,995 per month",144 m²,5 rooms,
Flat Prinsengracht,1016 HK Amsterdam (Grachtengordel-West),"€2,500 per month",86 m²,2 rooms,Furnished
Flat Dusartstraat,1072 HR Amsterdam (Oude Pijp),"€2,625 per month",54 m²,3 rooms,Upholstered
Flat Rijnstraat,1079 HS Amsterdam (Rijnbuurt),"€3,250 per month",130 m²,5 rooms,Upholstered
Flat Karel Klinkenbergstraat 1 M,1061 AH Amsterdam (Overtoomse Veld),"€2,650 per month",76 m²,3 rooms,Furnished
Flat Maasstraat 99 2,1078 HG Amsterdam (Scheldebuurt),"€3,000 per month",85 m²,3 rooms,Furnished
Flat Anna Spenglerstraat,1054 NM Amsterdam (Helmersbuurt),"€2,800 per month",86 m²,3 rooms,Furnished
Flat Leidsekade 99 B,1017 PP Amsterdam (De Weteringschans),"€5,000 per month",115 m²,3 rooms,Furnished
Flat Kleiburg,1104 EA Amsterdam (Bijlmermuseum),"€2,000 per month",80 m²,4 rooms,Furnished
Flat Haparandadam,1013 AK Amsterdam (Houthavens),"€3,500 per month",128 m²,4 rooms,Furnished
Flat Ruysdaelkade,1072 AV Amsterdam (Nieuwe Pijp),"€2,300 per month",73 m²,3 rooms,Furnished
Flat Pieter Cornelisz. Hooftstraat,1071 BL Amsterdam (Museumkwartier),"€3,419 per month",58 m²,2 rooms,Furnished
Flat Abbenesstraat,1059 TB Amsterdam (Hoofddorppleinbuurt),"€2,994 per month",52 m²,3 rooms,Furnished
Flat Abbenesstraat,1059 TB Amsterdam (Hoofddorppleinbuurt),"€2,699 per month",52 m²,3 rooms,Furnished
Flat Spuistraat,1012 VN Amsterdam (Burgwallen-Nieuwe Zijde),"€2,500 per month",64 m²,2 rooms,Upholstered or furnished
Flat Gerard Doustraat,1072 VG Amsterdam (Oude Pijp),"€2,675 per month",81 m²,3 rooms,Furnished
Flat Van Rensselaerstraat,1058 XR Amsterdam (Westindische Buurt),"€3,500 per month",105 m²,4 rooms,
Flat Van Rensselaerstraat,1058 XR Amsterdam (Westindische Buurt),"€3,500 per month",105 m²,4 rooms,
Flat Julius Pergerstraat,1087 KP Amsterdam (IJburg-Zuid),"€2,100 per month",83 m²,3 rooms,Furnished
Flat Amstelkade 167 H,1078 AZ Amsterdam (Scheldebuurt),"€7,950 per month",200 m²,4 rooms,Furnished
Flat Ceintuurbaan,1074 CW Amsterdam (Oude Pijp),"€3,200 per month",93 m²,3 rooms,Furnished
Flat Houtrijkstraat,1013 DW Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),"€2,400 per month",53 m²,2 rooms,Furnished
Flat Michelangelostraat 73 3,1077 BW Amsterdam (Apollobuurt),"€2,950 per month",99 m²,3 rooms,Upholstered
Flat Nieuwezijds Armsteeg,1012 NB Amsterdam (Burgwallen-Nieuwe Zijde),"€2,975 per month",90 m²,3 rooms,Upholstered or furnished
Flat Jacob van Lennepstraat,1053 HM Amsterdam (Van Lennepbuurt),"€3,000 per month",80 m²,3 rooms,Furnished
Flat Haarlemmerdijk,1013 JK Amsterdam (Haarlemmerbuurt),"€3,500 per month",116 m²,4 rooms,Furnished
Flat Ruyschstraat,1091 BR Amsterdam (Weesperzijde),"€4,495 per month",162 m²,4 rooms,Upholstered
Flat Czaar Peterstraat 103 F,1018 PE Amsterdam (Oostelijke Eilanden/Kadijken),"€2,620 per month",66 m²,3 rooms,
Flat Derkinderenstraat,1061 VX Amsterdam (Overtoomse Veld),"€2,700 per month",101 m²,4 rooms,Furnished
Flat Admiralengracht,1057 GA Amsterdam (Chassébuurt),"€2,625 per month",58 m²,3 rooms,Upholstered
Flat Nida Senffstraat,1095 MX Amsterdam (Zeeburgereiland/Bovendiep),"€2,250 per month",68 m²,3 rooms,Furnished
Flat Nassaukade 108 2,1052 CZ Amsterdam (Frederik Hendrikbuurt),"€2,750 per month",70 m²,2 rooms,Furnished
Flat Mary van der Sluisstraat,1095 ME Amsterdam (Zeeburgereiland/Bovendiep),"€3,000 per month",88 m²,3 rooms,
Flat Jan van Galenstraat,1056 CK Amsterdam (Erasmuspark),"€2,444 per month",50 m²,2 rooms,Upholstered
Flat Van Leijenberghlaan,1082 GM Amsterdam (Buitenveldert-West),"€5,250 per month",143 m²,4 rooms,
Flat Bilderdijkstraat,1053 LA Amsterdam (Da Costabuurt),"€3,000 per month",80 m²,3 rooms,Upholstered
Flat Marnixstraat,1016 XX Amsterdam (Jordaan),"€2,575 per month",63 m²,3 rooms,Upholstered
Flat Karel Klinkenbergstraat 1 M,1061 AH Amsterdam (Overtoomse Veld),"€2,650 per month",76 m²,3 rooms,Furnished
Flat Jan Haringstraat 1,1056 XE Amsterdam (Landlust),"€2,600 per month",75 m²,3 rooms,Upholstered
Flat Linnaeusparkweg,1098 EJ Amsterdam (Middenmeer),"€5,750 per month",160 m²,6 rooms,Upholstered
Flat Archimedesplantsoen,1098 JV Amsterdam (Middenmeer),"€3,500 per month",99 m²,4 rooms,Upholstered
Flat Tweede Sweelinckstraat,1073 EG Amsterdam (Nieuwe Pijp),"€3,200 per month",94 m²,4 rooms,Upholstered
Flat Eerste Boerhaavestraat,1091 SB Amsterdam (Weesperzijde),"€4,200 per month",105 m²,4 rooms,Furnished
Flat Nieuwe Uilenburgerstraat 7 F,1011 LM Amsterdam (Nieuwmarkt/Lastage),"€3,750 per month",124 m²,3 rooms,Furnished
Flat Boterdiepstraat,1079 SR Amsterdam (Rijnbuurt),"€3,000 per month",79 m²,3 rooms,Furnished
House Singel,1015 AC Amsterdam (Grachtengordel-West),"€5,000 per month",150 m²,4 rooms,Upholstered
Flat Jasonstraat,1076 LC Amsterdam (Stadionbuurt),"€2,625 per month",69 m²,3 rooms,Upholstered
Flat Hellingbaan,1033 DB Amsterdam (Noordelijke IJ-oevers-West),"€3,153 per month",110 m²,4 rooms,Upholstered
Flat Nieuwe Herengracht,1011 SC Amsterdam (Nieuwmarkt/Lastage),"€3,250 per month",130 m²,3 rooms,Furnished
Flat Johan Hofmanstraat,1069 KD Amsterdam (Osdorp-Midden),"€2,600 per month",96 m²,4 rooms,Furnished
Flat Hellingbaan,1033 DB Amsterdam (Noordelijke IJ-oevers-West),"€3,121 per month",110 m²,4 rooms,Upholstered
Flat Hellingbaan,1033 DB Amsterdam (Noordelijke IJ-oevers-West),"€3,011 per month",111 m²,3 rooms,Upholstered
Flat Admiralengracht,1057 GA Amsterdam (Chassébuurt),"€2,500 per month",58 m²,3 rooms,Upholstered
Flat Keizersgracht 168 C,1015 CZ Amsterdam (Grachtengordel-West),"€2,600 per month",52 m²,2 rooms,Upholstered
Flat Gaasterlandstraat,1079 RH Amsterdam (Scheldebuurt),"€3,445 per month",125 m²,3 rooms,Upholstered
Flat Nieuwezijds Voorburgwal,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),"€6,500 per month",180 m²,4 rooms,Furnished
Flat Elzenhagensingel 935,1022 LA Amsterdam (Elzenhagen),"€1,800 per month",78 m²,3 rooms,
Flat Van Oldenbarneveldtplein,1052 JL Amsterdam (Frederik Hendrikbuurt),"€3,150 per month",96 m²,4 rooms,
Flat Rokin,1012 KL Amsterdam (Burgwallen-Oude Zijde),"€2,850 per month",110 m²,3 rooms,Furnished
Flat Kribbestraat 48 1,1079 WV Amsterdam (Rijnbuurt),"€2,475 per month",56 m²,3 rooms,Upholstered
Flat Sausalitolaan,1031 KE Amsterdam (Noordelijke IJ-oevers-West),"€3,250 per month",105 m²,3 rooms,Furnished
Flat Govert Flinckstraat,1072 EM Amsterdam (Oude Pijp),"€2,650 per month",61 m²,2 rooms,Upholstered or furnished
Flat Anthonie van Dijckstraat,1077 ME Amsterdam (Apollobuurt),"€4,995 per month",126 m²,4 rooms,Furnished
Flat Emmalaan 19 C,1075 AT Amsterdam (Willemspark),"€3,950 per month",100 m²,3 rooms,Furnished
Flat Van Eeghenstraat 206,1071 GM Amsterdam (Museumkwartier),"€16,500 per month",284 m²,8 rooms,
Flat Nieuwe Kerkstraat,1018 VK Amsterdam (Weesperbuurt/Plantage),"€2,750 per month",100 m²,2 rooms,Furnished
Flat Bercylaan 671,1031 KP Amsterdam (Noordelijke IJ-oevers-West),"€5,300 per month",184 m²,4 rooms,
Flat Ertskade 264,1019 BB Amsterdam (Oostelijk Havengebied),"€6,000 per month",185 m²,4 rooms,Upholstered
Flat Marnixstraat,1016 XX Amsterdam (Jordaan),"€2,575 per month",63 m²,3 rooms,Upholstered
Flat Maasstraat 99 2,1078 HG Amsterdam (Scheldebuurt),"€3,000 per month",85 m²,3 rooms,Furnished
Flat Binnenkadijk,1018 AZ Amsterdam (Oostelijke Eilanden/Kadijken),"€2,600 per month",75 m²,2 rooms,Furnished
Flat Nieuwe Laan,1068 CA Amsterdam (Osdorp-Oost),"€2,500 per month",53 m²,2 rooms,
Flat Mariotteplein 27 1,1098 NW Amsterdam (Middenmeer),"€2,500 per month",86 m²,5 rooms,
Flat Ottho Heldringstraat,1066 XT Amsterdam (Slotervaart-Zuid),"€2,475 per month",121 m²,4 rooms,Upholstered
Flat Hogehilweg 11 K 54,1101 CA Amsterdam (Amstel III/Bullewijk),"€1,935 per month",86 m²,3 rooms,
Flat Keizersgracht 698 H,1017 EV Amsterdam (Grachtengordel-Zuid),"€5,000 per month",215 m²,4 rooms,Upholstered
Flat Peter Schatstraat 97,1082 MX Amsterdam (Zuidas),"€7,500 per month",208 m²,4 rooms,Upholstered
Flat Karspeldreef,1101 CK Amsterdam (Amstel III/Bullewijk),"€1,579 per month",60 m²,2 rooms,
Flat Postjeskade,1058 DE Amsterdam (Westindische Buurt),"€2,150 per month",65 m²,2 rooms,Furnished
Flat Keizersgracht,1017 DS Amsterdam (Grachtengordel-Zuid),"€4,200 per month",104 m²,3 rooms,
Flat Dufaystraat,1075 GS Amsterdam (Willemspark),"€7,250 per month",209 m²,5 rooms,Upholstered
Flat Amstel,1017 AG Amsterdam (Grachtengordel-Zuid),"€2,700 per month",71 m²,2 rooms,Furnished
Flat Nieuwezijds Voorburgwal,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),"€7,000 per month",159 m²,3 rooms,Furnished
Flat Nieuwezijds Voorburgwal,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),"€7,000 per month",180 m²,4 rooms,Upholstered or furnished
Flat Osdorper Ban 21 H,1068 LD Amsterdam (Osdorp-Oost),"€2,200 per month",131 m²,3 rooms,Upholstered
Flat John Blankensteinstraat,1095 MB Amsterdam (Zeeburgereiland/Bovendiep),"€5,500 per month",105 m²,3 rooms,Furnished
Flat Sarphatistraat,1018 GP Amsterdam (Weesperbuurt/Plantage),"€2,650 per month",68 m²,3 rooms,Furnished
Flat Keizersgracht 168 D,1015 CZ Amsterdam (Grachtengordel-West),"€4,000 per month",105 m²,4 rooms,Upholstered
Flat Haarlemmerweg,1014 BL Amsterdam (Sloterdijk-West),"€2,050 per month",75 m²,4 rooms,
Flat Pieter Cornelisz. Hooftstraat,1071 BZ Amsterdam (Museumkwartier),"€3,550 per month",94 m²,3 rooms,Upholstered or furnished
Flat Weerdestein,1083 GD Amsterdam (Buitenveldert-Oost),"€2,800 per month",110 m²,4 rooms,Upholstered or furnished
Flat IJsselmeerstraat,1024 ML Amsterdam (Waterlandpleinbuurt),"€2,600 per month",130 m²,4 rooms,Furnished
House Jacob van Lennepkade,1054 ZH Amsterdam (Helmersbuurt),"€3,250 per month",50 m²,1 room,Furnished
Flat Nieuwezijds Voorburgwal,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),"€6,250 per month",150 m²,3 rooms,Furnished
Flat Plantage Middenlaan 8 E,1018 DD Amsterdam (Weesperbuurt/Plantage),"€14,500 per month",533 m²,11 rooms,Furnished
Flat Houtmankade,1013 MX Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),"€2,700 per month",84 m²,3 rooms,Furnished
Flat Sloterkade,1058 HH Amsterdam (Hoofddorppleinbuurt),"€3,500 per month",114 m²,3 rooms,Upholstered
Flat Nieuwezijds Voorburgwal,1012 RZ Amsterdam (Burgwallen-Nieuwe Zijde),"€3,500 per month",100 m²,3 rooms,Furnished
Flat Eemsstraat 55 1,1079 TE Amsterdam (Rijnbuurt),"€2,250 per month",55 m²,3 rooms,Furnished
Flat Govert Flinckstraat,1072 EM Amsterdam (Oude Pijp),"€3,500 per month",101 m²,3 rooms,Upholstered or furnished
Flat Marnixstraat,1016 XX Amsterdam (Jordaan),"€2,575 per month",63 m²,3 rooms,Upholstered
Flat Karel Klinkenbergstraat 1 M,1061 AH Amsterdam (Overtoomse Veld),"€2,650 per month",76 m²,3 rooms,Furnished
Flat Anna Blamansingel,1102 SR Amsterdam (Venserpolder),"€1,850 per month",50 m²,2 rooms,Upholstered
Flat Rijnlandlaan,1062 MX Amsterdam (Westlandgracht),"€2,500 per month",80 m²,3 rooms,Furnished
Flat Kijkduinstraat 139 H,1055 XX Amsterdam (Landlust),"€3,745 per month",80 m²,3 rooms,Furnished
Flat Dora Tamanaplein 16,1074 JM Amsterdam (Nieuwe Pijp),"€4,000 per month",145 m²,4 rooms,Upholstered or furnished
